lookback,exit_lookback,atr_stop_mult,0
44,7,1.75,-1.0
44,7,2.0,-1.0
44,7,2.5,-1.0
44,8,1.0,-1.0
44,8,1.25,-1.0
44,8,1.5,-1.0
44,8,1.75,-1.0
44,8,2.0,-1.0
44,8,2.5,-1.0
44,9,1.0,-1.0
44,9,1.25,-1.0
44,9,1.5,-1.0
44,9,1.75,-1.0
44,9,2.0,-1.0
44,9,2.5,-1.0
44,10,1.0,-1.0
44,10,1.25,-1.0
44,10,1.5,-1.0
44,10,1.75,-1.0
44,10,2.0,-1.0
44,10,2.5,-1.0
44,11,1.0,-1.0
44,11,1.25,-1.0
44,11,1.5,-1.0
44,11,1.75,-1.0
44,11,2.0,-1.0
44,11,2.5,-1.0
44,12,1.0,-1.0
44,12,1.25,-1.0
44,12,1.5,-1.0
44,12,1.75,-1.0
44,12,2.0,-1.0
44,12,2.5,-1.0
44,13,1.0,-1.0
44,13,1.25,-1.0
44,13,1.5,-1.0
44,13,1.75,-1.0
44,13,2.0,-1.0
44,13,2.5,-1.0
44,14,1.0,-1.0
44,14,1.25,-1.0
44,14,1.5,-1.0
44,14,1.75,-1.0
44,14,2.0,-1.0
44,14,2.5,-1.0
44,15,1.0,-1.0
44,15,1.25,-1.0
44,15,1.5,-1.0
44,15,1.75,-1.0
44,15,2.0,-1.0
44,15,2.5,-1.0
44,16,1.0,-1.0
44,16,1.25,-1.0
44,16,1.5,-1.0
44,16,1.75,-1.0
44,16,2.0,-1.0
44,16,2.5,-1.0
44,17,1.0,-1.0
44,17,1.25,-1.0
44,17,1.5,-1.0
44,17,1.75,-1.0
44,17,2.0,-1.0
44,17,2.5,-1.0
44,18,1.0,-1.0
44,18,1.25,-1.0
44,18,1.5,-1.0
44,18,1.75,-1.0
44,18,2.0,-1.0
44,18,2.5,-1.0
44,19,1.0,-1.0
44,19,1.25,-1.0
44,19,1.5,-1.0
44,19,1.75,-1.0
44,19,2.0,-1.0
44,19,2.5,-1.0
46,3,1.0,-1.0
46,3,1.25,-1.0
46,3,1.5,-1.0
46,3,1.75,-1.0
46,3,2.0,-1.0
46,3,2.5,-1.0
46,4,1.0,-1.0
46,4,1.25,-1.0
46,4,1.5,-1.0
46,4,1.75,-1.0
46,4,2.0,-1.0
46,4,2.5,-1.0
46,5,1.0,-1.0
46,5,1.25,-1.0
46,5,1.5,-1.0
46,5,1.75,-1.0
46,5,2.0,-1.0
46,5,2.5,-1.0
46,6,1.0,-1.0
46,6,1.25,-1.0
46,6,1.5,-1.0
46,6,1.75,-1.0
46,6,2.0,-1.0
46,6,2.5,-1.0
46,7,1.0,-1.0
46,7,1.25,-1.0
46,7,1.5,-1.0
46,7,1.75,-1.0
46,7,2.0,-1.0
46,7,2.5,-1.0
46,8,1.0,-1.0
46,8,1.25,-1.0
46,8,1.5,-1.0
46,8,1.75,-1.0
46,8,2.0,-1.0
46,8,2.5,-1.0
46,9,1.0,-1.0
46,9,1.25,-1.0
46,9,1.5,-1.0
46,9,1.75,-1.0
46,9,2.0,-1.0
46,9,2.5,-1.0
46,10,1.0,-1.0
46,10,1.25,-1.0
46,10,1.5,-1.0
46,10,1.75,-1.0
46,10,2.0,-1.0
46,10,2.5,-1.0
46,11,1.0,-1.0
46,11,1.25,-1.0
46,11,1.5,-1.0
46,11,1.75,-1.0
46,11,2.0,-1.0
46,11,2.5,-1.0
46,12,1.0,-1.0
46,12,1.25,-1.0
46,12,1.5,-1.0
46,12,1.75,-1.0
46,12,2.0,-1.0
46,12,2.5,-1.0
46,13,1.0,-1.0
46,13,1.25,-1.0
46,13,1.5,-1.0
46,13,1.75,-1.0
46,13,2.0,-1.0
46,13,2.5,-1.0
46,14,1.0,-1.0
46,14,1.25,-1.0
46,14,1.5,-1.0
46,14,1.75,-1.0
46,14,2.0,-1.0
46,14,2.5,-1.0
46,15,1.0,-1.0
46,15,1.25,-1.0
46,15,1.5,-1.0
46,15,1.75,-1.0
46,15,2.0,-1.0
46,15,2.5,-1.0
46,16,1.0,-1.0
46,16,1.25,-1.0
46,16,1.5,-1.0
46,16,1.75,-1.0
46,16,2.0,-1.0
46,16,2.5,-1.0
46,17,1.0,-1.0
46,17,1.25,-1.0
46,17,1.5,-1.0
46,17,1.75,-1.0
46,17,2.0,-1.0
46,17,2.5,-1.0
46,18,1.0,-1.0
46,18,1.25,-1.0
46,18,1.5,-1.0
46,18,1.75,-1.0
46,18,2.0,-1.0
46,18,2.5,-1.0
46,19,1.0,-1.0
46,19,1.25,-1.0
46,19,1.5,-1.0
46,19,1.75,-1.0
46,19,2.0,-1.0
46,19,2.5,-1.0
48,3,1.0,-1.0
48,3,1.25,-1.0
48,3,1.5,-1.0
48,3,1.75,-1.0
48,3,2.0,-1.0
48,3,2.5,-1.0
48,4,1.0,-1.0
48,4,1.25,-1.0
48,4,1.5,-1.0
48,4,1.75,-1.0
48,4,2.0,-1.0
48,4,2.5,-1.0
48,5,1.0,-1.0
48,5,1.25,-1.0
48,5,1.5,-1.0
48,5,1.75,-1.0
48,5,2.0,-1.0
48,5,2.5,-1.0
48,6,1.0,-1.0
48,6,1.25,-1.0
48,6,1.5,-1.0
48,6,1.75,-1.0
48,6,2.0,-1.0
48,6,2.5,-1.0
48,7,1.0,-1.0
48,7,1.25,-1.0
48,7,1.5,-1.0
48,7,1.75,-1.0
48,7,2.0,-1.0
48,7,2.5,-1.0
48,8,1.0,-1.0
48,8,1.25,-1.0
48,8,1.5,-1.0
48,8,1.75,-1.0
48,8,2.0,-1.0
48,8,2.5,-1.0
48,9,1.0,-1.0
48,9,1.25,-1.0
48,9,1.5,-1.0
48,9,1.75,-1.0
48,9,2.0,-1.0
48,9,2.5,-1.0
48,10,1.0,-1.0
48,10,1.25,-1.0
48,10,1.5,-1.0
48,10,1.75,-1.0
48,10,2.0,-1.0
48,10,2.5,-1.0
48,11,1.0,-1.0
48,11,1.25,-1.0
48,11,1.5,-1.0
48,11,1.75,-1.0
48,11,2.0,-1.0
48,11,2.5,-1.0
48,12,1.0,-1.0
48,12,1.25,-1.0
48,12,1.5,-1.0
48,12,1.75,-1.0
48,12,2.0,-1.0
48,12,2.5,-1.0
48,13,1.0,-1.0
48,13,1.25,-1.0
48,13,1.5,-1.0
48,13,1.75,-1.0
48,13,2.0,-1.0
48,13,2.5,-1.0
48,14,1.0,-1.0
48,14,1.25,-1.0
48,14,1.5,-1.0
48,14,1.75,-1.0
48,14,2.0,-1.0
48,14,2.5,-1.0
48,15,1.0,-1.0
48,15,1.25,-1.0
48,15,1.5,-1.0
48,15,1.75,-1.0
48,15,2.0,-1.0
48,15,2.5,-1.0
48,16,1.0,-1.0
48,16,1.25,-1.0
48,16,1.5,-1.0
48,16,1.75,-1.0
48,16,2.0,-1.0
48,16,2.5,-1.0
48,17,1.0,-1.0
48,17,1.25,-1.0
48,17,1.5,-1.0
48,17,1.75,-1.0
48,17,2.0,-1.0
48,17,2.5,-1.0
48,18,1.0,-1.0
48,18,1.25,-1.0
48,18,1.5,-1.0
48,18,1.75,-1.0
48,18,2.0,-1.0
48,18,2.5,-1.0
48,19,1.0,-1.0
48,19,1.25,-1.0
48,19,1.5,-1.0
48,19,1.75,-1.0
48,19,2.0,-1.0
48,19,2.5,-1.0
50,3,1.0,-1.0
50,3,1.25,-1.0
50,3,1.5,-1.0
50,3,1.75,-1.0
50,3,2.0,-1.0
50,3,2.5,-1.0
50,4,1.0,-1.0
50,4,1.25,-1.0
50,4,1.5,-1.0
50,4,1.75,-1.0
50,4,2.0,-1.0
50,4,2.5,-1.0
50,5,1.0,-1.0
50,5,1.25,-1.0
50,5,1.5,-1.0
50,5,1.75,-1.0
50,5,2.0,-1.0
50,5,2.5,-1.0
50,6,1.0,-1.0
50,6,1.25,-1.0
50,6,1.5,-1.0
50,6,1.75,-1.0
50,6,2.0,-1.0
50,6,2.5,-1.0
50,7,1.0,-1.0
50,7,1.25,-1.0
50,7,1.5,-1.0
50,7,1.75,-1.0
50,7,2.0,-1.0
50,7,2.5,-1.0
50,8,1.0,-1.0
50,8,1.25,-1.0
50,8,1.5,-1.0
50,8,1.75,-1.0
50,8,2.0,-1.0
50,8,2.5,-1.0
50,9,1.0,-1.0
50,9,1.25,-1.0
50,9,1.5,-1.0
50,9,1.75,-1.0
50,9,2.0,-1.0
50,9,2.5,-1.0
50,10,1.0,-1.0
50,10,1.25,-1.0
50,10,1.5,-1.0
50,10,1.75,-1.0
50,10,2.0,-1.0
50,10,2.5,-1.0
50,11,1.0,-1.0
50,11,1.25,-1.0
50,11,1.5,-1.0
50,11,1.75,-1.0
50,11,2.0,-1.0
50,11,2.5,-1.0
50,12,1.0,-1.0
50,12,1.25,-1.0
50,12,1.5,-1.0
50,12,1.75,-1.0
50,12,2.0,-1.0
50,12,2.5,-1.0
50,13,1.0,-1.0
50,13,1.25,-1.0
50,13,1.5,-1.0
50,13,1.75,-1.0
50,13,2.0,-1.0
50,13,2.5,-1.0
50,14,1.0,-1.0
50,14,1.25,-1.0
50,14,1.5,-1.0
50,14,1.75,-1.0
50,14,2.0,-1.0
50,14,2.5,-1.0
50,15,1.0,-1.0
50,15,1.25,-1.0
50,15,1.5,-1.0
50,15,1.75,-1.0
50,15,2.0,-1.0
50,15,2.5,-1.0
50,16,1.0,-1.0
50,16,1.25,-1.0
50,16,1.5,-1.0
50,16,1.75,-1.0
50,16,2.0,-1.0
50,16,2.5,-1.0
50,17,1.0,-1.0
50,17,1.25,-1.0
50,17,1.5,-1.0
50,17,1.75,-1.0
50,17,2.0,-1.0
50,17,2.5,-1.0
50,18,1.0,-1.0
50,18,1.25,-1.0
50,18,1.5,-1.0
50,18,1.75,-1.0
50,18,2.0,-1.0
50,18,2.5,-1.0
50,19,1.0,-1.0
50,19,1.25,-1.0
50,19,1.5,-1.0
50,19,1.75,-1.0
50,19,2.0,-1.0
50,19,2.5,-1.0
52,3,1.0,-1.0
52,3,1.25,-1.0
52,3,1.5,-1.0
52,3,1.75,-1.0
52,3,2.0,-1.0
52,3,2.5,-1.0
52,4,1.0,-1.0
52,4,1.25,-1.0
52,4,1.5,-1.0
52,4,1.75,-1.0
52,4,2.0,-1.0
52,4,2.5,-1.0
52,5,1.0,-1.0
52,5,1.25,-1.0
52,5,1.5,-1.0
52,5,1.75,-1.0
52,5,2.0,-1.0
52,5,2.5,-1.0
52,6,1.0,-1.0
52,6,1.25,-1.0
52,6,1.5,-1.0
52,6,1.75,-1.0
52,6,2.0,-1.0
52,6,2.5,-1.0
52,7,1.0,-1.0
52,7,1.25,-1.0
52,7,1.5,-1.0
52,7,1.75,-1.0
52,7,2.0,-1.0
52,7,2.5,-1.0
52,8,1.0,-1.0
52,8,1.25,-1.0
52,8,1.5,-1.0
52,8,1.75,-1.0
52,8,2.0,-1.0
52,8,2.5,-1.0
52,9,1.0,-1.0
52,9,1.25,-1.0
52,9,1.5,-1.0
52,9,1.75,-1.0
52,9,2.0,-1.0
52,9,2.5,-1.0
52,10,1.0,-1.0
52,10,1.25,-1.0
52,10,1.5,-1.0
52,10,1.75,-1.0
52,10,2.0,-1.0
52,10,2.5,-1.0
52,11,1.0,-1.0
52,11,1.25,-1.0
52,11,1.5,-1.0
52,11,1.75,-1.0
52,11,2.0,-1.0
52,11,2.5,-1.0
52,12,1.0,-1.0
52,12,1.25,-1.0
52,12,1.5,-1.0
52,12,1.75,-1.0
52,12,2.0,-1.0
52,12,2.5,-1.0
52,13,1.0,-1.0
52,13,1.25,-1.0
52,13,1.5,-1.0
52,13,1.75,-1.0
52,13,2.0,-1.0
52,13,2.5,-1.0
52,14,1.0,-1.0
52,14,1.25,-1.0
52,14,1.5,-1.0
52,14,1.75,-1.0
52,14,2.0,-1.0
52,14,2.5,-1.0
52,15,1.0,-1.0
52,15,1.25,-1.0
52,15,1.5,-1.0
52,15,1.75,-1.0
52,15,2.0,-1.0
52,15,2.5,-1.0
52,16,1.0,-1.0
52,16,1.25,-1.0
52,16,1.5,-1.0
52,16,1.75,-1.0
52,16,2.0,-1.0
52,16,2.5,-1.0
52,17,1.0,-1.0
52,17,1.25,-1.0
52,17,1.5,-1.0
52,17,1.75,-1.0
52,17,2.0,-1.0
52,17,2.5,-1.0
52,18,1.0,-1.0
52,18,1.25,-1.0
52,18,1.5,-1.0
52,18,1.75,-1.0
52,18,2.0,-1.0
52,18,2.5,-1.0
52,19,1.0,-1.0
52,19,1.25,-1.0
52,19,1.5,-1.0
52,19,1.75,-1.0
52,19,2.0,-1.0
52,19,2.5,-1.0
54,3,1.0,-1.0
54,3,1.25,-1.0
54,3,1.5,-1.0
54,3,1.75,-1.0
54,3,2.0,-1.0
54,3,2.5,-1.0
54,4,1.0,-1.0
54,4,1.25,-1.0
54,4,1.5,-1.0
54,4,1.75,-1.0
54,4,2.0,-1.0
54,4,2.5,-1.0
54,5,1.0,-1.0
54,5,1.25,-1.0
54,5,1.5,-1.0
54,5,1.75,-1.0
54,5,2.0,-1.0
54,5,2.5,-1.0
54,6,1.0,-1.0
54,6,1.25,-1.0
54,6,1.5,-1.0
54,6,1.75,-1.0
54,6,2.0,-1.0
54,6,2.5,-1.0
54,7,1.0,-1.0
54,7,1.25,-1.0
54,7,1.5,-1.0
54,7,1.75,-1.0
54,7,2.0,-1.0
54,7,2.5,-1.0
54,8,1.0,-1.0
54,8,1.25,-1.0
54,8,1.5,-1.0
54,8,1.75,-1.0
54,8,2.0,-1.0
54,8,2.5,-1.0
54,9,1.0,-1.0
54,9,1.25,-1.0
54,9,1.5,-1.0
54,9,1.75,-1.0
54,9,2.0,-1.0
54,9,2.5,-1.0
54,10,1.0,-1.0
54,10,1.25,-1.0
54,10,1.5,-1.0
54,10,1.75,-1.0
54,10,2.0,-1.0
54,10,2.5,-1.0
54,11,1.0,-1.0
54,11,1.25,-1.0
54,11,1.5,-1.0
54,11,1.75,-1.0
54,11,2.0,-1.0
54,11,2.5,-1.0
54,12,1.0,-1.0
54,12,1.25,-1.0
54,12,1.5,-1.0
54,12,1.75,-1.0
54,12,2.0,-1.0
54,12,2.5,-1.0
54,13,1.0,-1.0
54,13,1.25,-1.0
54,13,1.5,-1.0
54,13,1.75,-1.0
54,13,2.0,-1.0
54,13,2.5,-1.0
54,14,1.0,-1.0
54,14,1.25,-1.0
54,14,1.5,-1.0
54,14,1.75,-1.0
54,14,2.0,-1.0
54,14,2.5,-1.0
54,15,1.0,-1.0
54,15,1.25,-1.0
54,15,1.5,-1.0
54,15,1.75,-1.0
54,15,2.0,-1.0
54,15,2.5,-1.0
54,16,1.0,-1.0
54,16,1.25,-1.0
54,16,1.5,-1.0
54,16,1.75,-1.0
54,16,2.0,-1.0
54,16,2.5,-1.0
54,17,1.0,-1.0
54,17,1.25,-1.0
54,17,1.5,-1.0
54,17,1.75,-1.0
54,17,2.0,-1.0
54,17,2.5,-1.0
54,18,1.0,-1.0
54,18,1.25,-1.0
54,18,1.5,-1.0
54,18,1.75,-1.0
54,18,2.0,-1.0
54,18,2.5,-1.0
54,19,1.0,-1.0
54,19,1.25,-1.0
54,19,1.5,-1.0
54,19,1.75,-1.0
54,19,2.0,-1.0
54,19,2.5,-1.0
56,3,1.0,-1.0
56,3,1.25,-1.0
56,3,1.5,-1.0
56,3,1.75,-1.0
56,3,2.0,-1.0
56,3,2.5,-1.0
56,4,1.0,-1.0
56,4,1.25,-1.0
56,4,1.5,-1.0
56,4,1.75,-1.0
56,4,2.0,-1.0
56,4,2.5,-1.0
56,5,1.0,-1.0
56,5,1.25,-1.0
56,5,1.5,-1.0
56,5,1.75,-1.0
56,5,2.0,-1.0
56,5,2.5,-1.0
56,6,1.0,-1.0
56,6,1.25,-1.0
56,6,1.5,-1.0
56,6,1.75,-1.0
56,6,2.0,-1.0
56,6,2.5,-1.0
56,7,1.0,-1.0
56,7,1.25,-1.0
56,7,1.5,-1.0
56,7,1.75,-1.0
56,7,2.0,-1.0
56,7,2.5,-1.0
56,8,1.0,-1.0
56,8,1.25,-1.0
56,8,1.5,-1.0
56,8,1.75,-1.0
56,8,2.0,-1.0
56,8,2.5,-1.0
56,9,1.0,-1.0
56,9,1.25,-1.0
56,9,1.5,-1.0
56,9,1.75,-1.0
56,9,2.0,-1.0
56,9,2.5,-1.0
56,10,1.0,-1.0
56,10,1.25,-1.0
56,10,1.5,-1.0
56,10,1.75,-1.0
56,10,2.0,-1.0
56,10,2.5,-1.0
56,11,1.0,-1.0
56,11,1.25,-1.0
56,11,1.5,-1.0
56,11,1.75,-1.0
56,11,2.0,-1.0
56,11,2.5,-1.0
56,12,1.0,-1.0
56,12,1.25,-1.0
56,12,1.5,-1.0
56,12,1.75,-1.0
56,12,2.0,-1.0
56,12,2.5,-1.0
56,13,1.0,-1.0
56,13,1.25,-1.0
56,13,1.5,-1.0
56,13,1.75,-1.0
56,13,2.0,-1.0
56,13,2.5,-1.0
56,14,1.0,-1.0
56,14,1.25,-1.0
56,14,1.5,-1.0
56,14,1.75,-1.0
56,14,2.0,-1.0
56,14,2.5,-1.0
56,15,1.0,-1.0
56,15,1.25,-1.0
56,15,1.5,-1.0
56,15,1.75,-1.0
56,15,2.0,-1.0
56,15,2.5,-1.0
56,16,1.0,-1.0
56,16,1.25,-1.0
56,16,1.5,-1.0
56,16,1.75,-1.0
56,16,2.0,-1.0
56,16,2.5,-1.0
56,17,1.0,-1.0
56,17,1.25,-1.0
56,17,1.5,-1.0
56,17,1.75,-1.0
56,17,2.0,-1.0
56,17,2.5,-1.0
56,18,1.0,-1.0
56,18,1.25,-1.0
56,18,1.5,-1.0
56,18,1.75,-1.0
56,18,2.0,-1.0
56,18,2.5,-1.0
56,19,1.0,-1.0
56,19,1.25,-1.0
56,19,1.5,-1.0
56,19,1.75,-1.0
56,19,2.0,-1.0
56,19,2.5,-1.0
58,3,1.0,-1.0
58,3,1.25,-1.0
58,3,1.5,-1.0
58,3,1.75,-1.0
58,3,2.0,-1.0
58,3,2.5,-1.0
58,4,1.0,-1.0
58,4,1.25,-1.0
58,4,1.5,-1.0
58,4,1.75,-1.0
58,4,2.0,-1.0
58,4,2.5,-1.0
58,5,1.0,-1.0
58,5,1.25,-1.0
58,5,1.5,-1.0
58,5,1.75,-1.0
58,5,2.0,-1.0
58,5,2.5,-1.0
58,6,1.0,-1.0
58,6,1.25,-1.0
58,6,1.5,-1.0
58,6,1.75,-1.0
58,6,2.0,-1.0
58,6,2.5,-1.0
58,7,1.0,-1.0
58,7,1.25,-1.0
58,7,1.5,-1.0
58,7,1.75,-1.0
58,7,2.0,-1.0
58,7,2.5,-1.0
58,8,1.0,-1.0
58,8,1.25,-1.0
58,8,1.5,-1.0
58,8,1.75,-1.0
58,8,2.0,-1.0
58,8,2.5,-1.0
58,9,1.0,-1.0
58,9,1.25,-1.0
58,9,1.5,-1.0
58,9,1.75,-1.0
58,9,2.0,-1.0
58,9,2.5,-1.0
58,10,1.0,-1.0
58,10,1.25,-1.0
58,10,1.5,-1.0
58,10,1.75,-1.0
58,10,2.0,-1.0
58,10,2.5,-1.0
58,11,1.0,-1.0
58,11,1.25,-1.0
58,11,1.5,-1.0
58,11,1.75,-1.0
58,11,2.0,-1.0
58,11,2.5,-1.0
58,12,1.0,-1.0
58,12,1.25,-1.0
58,12,1.5,-1.0
58,12,1.75,-1.0
58,12,2.0,-1.0
58,12,2.5,-1.0
58,13,1.0,-1.0
58,13,1.25,-1.0
58,13,1.5,-1.0
58,13,1.75,-1.0
58,13,2.0,-1.0
58,13,2.5,-1.0
58,14,1.0,-1.0
58,14,1.25,-1.0
58,14,1.5,-1.0
58,14,1.75,-1.0
58,14,2.0,-1.0
58,14,2.5,-1.0
58,15,1.0,-1.0
58,15,1.25,-1.0
58,15,1.5,-1.0
58,15,1.75,-1.0
58,15,2.0,-1.0
58,15,2.5,-1.0
58,16,1.0,-1.0
58,16,1.25,-1.0
58,16,1.5,-1.0
58,16,1.75,-1.0
58,16,2.0,-1.0
58,16,2.5,-1.0
58,17,1.0,-1.0
58,17,1.25,-1.0
58,17,1.5,-1.0
58,17,1.75,-1.0
58,17,2.0,-1.0
58,17,2.5,-1.0
58,18,1.0,-1.0
58,18,1.25,-1.0
58,18,1.5,-1.0
58,18,1.75,-1.0
58,18,2.0,-1.0
58,18,2.5,-1.0
58,19,1.0,-1.0
58,19,1.25,-1.0
58,19,1.5,-1.0
58,19,1.75,-1.0
58,19,2.0,-1.0
58,19,2.5,-1.0
