lookback_entry,lookback_exit,atr_multiplier,use_trend_filter,return,trades,win_rate,sharpe,max_dd,profit_factor
20,5,2.0,True,-1.5501970667338356,9,44.44444444444444,-0.1637132613159025,-10.867079033568361,0.8951335496739586
20,5,2.5,True,-1.5597912575820554,9,44.44444444444444,-0.16574933848464216,-10.875765269895222,0.8944460578861896
25,7,1.0,True,-1.5598985321270447,8,37.5,-0.19564585456649133,-8.396598458355886,0.8799465672762443
20,3,2.0,True,-1.5918604241179308,9,44.44444444444444,-0.17098931417101051,-10.871179697954647,0.891830394863524
20,3,2.5,True,-1.601454614966151,9,44.44444444444444,-0.1731243136849673,-10.879869212010496,0.8911454400064807
30,7,0.5,True,-1.6221550919761285,9,33.33333333333333,-0.22293270026413922,-6.388157747952383,0.8008391115036639
5,5,0.5,True,-1.8050024000038138,20,20.0,-0.19430297579255607,-10.326884154056993,0.7741157656328794
5,3,0.5,True,-1.844472949104547,20,20.0,-0.2019499747275792,-10.33066560630237,0.7712317131611265
30,15,2.5,False,-1.8533752392026326,4,25.0,-0.10703156107223402,-14.677009601461465,0.9827337295208454
30,12,2.5,False,-1.8533752392026326,4,25.0,-0.10703156107223402,-14.677009601461465,0.9827337295208454
20,7,1.5,True,-1.863938078786414,9,33.33333333333333,-0.18740301719695737,-13.824116542296371,0.8973776913642784
15,15,1.5,False,-1.9181351758340677,8,12.5,-0.11079209145228422,-15.652245224620609,1.049004992102449
15,12,1.5,False,-1.9181351758340677,8,12.5,-0.11079209145228422,-15.652245224620609,1.049004992102449
5,5,1.5,False,-1.9383423609517738,20,40.0,-0.09741430896153931,-13.514516050353876,0.8724865124519766
5,10,2.5,True,-1.9394021687543683,9,33.33333333333333,-0.15626325703286,-14.416040637912197,0.9590754204307321
30,7,1.5,True,-2.0210283352979244,7,42.857142857142854,-0.24071331885019034,-10.010876163060944,0.8378269206347244
20,10,1.5,True,-2.2322312161966873,8,25.0,-0.2161038598460743,-16.233774092098972,0.9420010911053011
5,7,0.5,True,-2.30192725640034,20,20.0,-0.24131995988617447,-11.195982066302868,0.7556830593749781
15,10,2.5,True,-2.322572075633507,8,25.0,-0.2210349339408781,-16.00678847274247,0.9387269500074104
10,5,1.0,True,-2.3533828086691755,12,41.66666666666667,-0.2505048120328585,-12.288170285033184,0.8469448825275425
10,3,1.0,True,-2.395046166053271,12,41.66666666666667,-0.2593001599438663,-12.292770784831465,0.8439740934294094
25,10,1.5,False,-2.499590475555287,7,28.57142857142857,-0.16798220390055005,-11.428840068279388,0.9321952419944107
10,10,1.5,True,-2.5148645529675013,10,20.0,-0.23953941455119881,-16.47593087067292,0.9231444116022043
25,5,0.5,True,-2.517502085929682,10,30.0,-0.371209180404219,-5.407316769904447,0.7214012978637937
25,3,0.5,True,-2.554779826747035,10,30.0,-0.38842076232411765,-5.409273448150287,0.7165520116483376
30,10,2.5,True,-2.585354711697073,6,33.33333333333333,-0.2896097941282719,-12.389557460473998,0.857614345697574
15,5,1.0,True,-2.5905754153567795,11,36.36363636363637,-0.29227766188447624,-12.501230379953498,0.819904977212351
15,7,2.0,True,-2.6316800924364543,9,33.33333333333333,-0.2612165034363118,-14.379211286010396,0.854317221314222
15,3,1.0,True,-2.632238772740875,11,36.36363636363637,-0.30266873241278064,-12.50591064613693,0.8168794252479935
25,5,1.0,True,-2.6739258581862666,9,44.44444444444444,-0.3677909415028499,-7.064444135600101,0.6978534621622906
25,7,0.5,True,-2.706329949427327,10,30.0,-0.36644296063277143,-6.4025373768317735,0.6950806584369165
25,3,1.0,True,-2.713396407287,9,44.44444444444444,-0.38404801014195306,-7.067107726822474,0.6933642198168767
10,7,1.5,False,-2.741340682083537,15,33.33333333333333,-0.14241089841716043,-16.714537497590598,0.9130154024731938
30,10,1.0,False,-2.9949215742231354,7,28.57142857142857,-0.2309575184122866,-9.695149910946132,0.8298721354521807
10,10,1.0,False,-3.1121010098798796,15,20.0,-0.19299053669744567,-14.968727104089496,0.9543130383909619
20,5,1.5,True,-3.131054144867303,10,40.0,-0.33919540991790104,-12.503954720241117,0.7808966949841996
20,3,1.5,True,-3.1727175022513987,10,40.0,-0.3497051196009273,-12.508661988745152,0.778015088462548
10,10,0.5,False,-3.2105702442057007,18,11.11111111111111,-0.2336871380848455,-11.132292108073393,0.9340463139274969
30,5,1.5,True,-3.2171743440892895,8,50.0,-0.4255319155005038,-8.594772723691612,0.6587655132825662
30,3,1.5,True,-3.256644893190023,8,50.0,-0.4417533714640235,-8.597977828416203,0.6545277209690294
25,10,2.0,False,-3.291056665603028,7,28.57142857142857,-0.19908163619149793,-12.571845963081563,0.8821503665086665
10,10,2.5,True,-3.3386877931309935,9,22.22222222222222,-0.31736865448548784,-16.880550448354924,0.8883775161727671
15,7,2.5,True,-3.426139851434782,9,33.33333333333333,-0.34385044238867085,-15.077819120997582,0.8140921919302418
10,7,2.0,True,-3.5549819661637594,10,40.0,-0.3415136234116281,-15.191116377160018,0.8183545081593077
5,5,2.0,False,-3.5839839735713577,19,36.84210526315789,-0.18202590001671143,-13.022702502678019,0.8174864858255363
10,5,2.0,True,-3.713814964351313,11,45.45454545454545,-0.38049151677971677,-12.825941086350912,0.7594450158695356
15,7,1.5,True,-3.7485473341575015,10,30.0,-0.3774479736611509,-15.47904200368848,0.7990271877928941
15,3,2.5,True,-3.7779886750247536,10,40.0,-0.41392108814471573,-12.85116867927314,0.7426501914520631
15,5,2.0,True,-3.854769738329833,10,40.0,-0.4128907008153943,-12.953556483787354,0.7393204474080617
5,3,2.5,False,-3.8692251244565155,21,38.095238095238095,-0.21056691907779723,-15.64939599901306,0.8946306434066515
25,7,1.5,False,-3.8872127330428157,8,37.5,-0.27012041932341624,-11.428840068279388,0.8064566805471413
15,3,2.0,True,-3.8964330957139284,10,40.0,-0.4243641054754849,-12.958444475085184,0.7365922624425912
15,5,0.5,False,-3.9029149113930544,15,20.0,-0.31025112378222974,-8.904710741076538,0.8011334190849286
15,3,0.5,False,-3.942385460493788,15,20.0,-0.31642552842750854,-8.904710741076538,0.7987673197819097
10,5,1.5,False,-3.9604644538614773,16,37.5,-0.21259490011640456,-15.155615748157302,0.840657557529358
10,7,1.5,True,-4.017374506158722,11,36.36363636363637,-0.39045339904180854,-15.715106286186787,0.7909264748760436
20,12,2.0,False,-4.03185941128997,6,16.666666666666664,-0.22159717966312,-16.577254200641754,0.9281806595558358
15,10,1.5,True,-4.116840471567775,9,22.22222222222222,-0.39969240118666294,-17.848484201548544,0.8520073928251917
10,3,2.5,True,-4.173063169234702,11,45.45454545454545,-0.4372732809063682,-13.208989930158676,0.7375090117391936
30,7,2.0,True,-4.17343823082605,7,42.857142857142854,-0.5039548229322701,-11.881699888809072,0.7016022164158925
10,3,2.0,True,-4.291507589923876,11,45.45454545454545,-0.4472880398937449,-13.316265725970721,0.731828526412392
10,7,2.5,True,-4.349441725162087,10,40.0,-0.42244132761168357,-15.889724212147216,0.7827507565013873
15,7,0.5,False,-4.411434257416149,15,20.0,-0.3467510390242329,-9.061951059604779,0.7851124107297186
25,3,2.0,False,-4.47141800392943,9,44.44444444444444,-0.32280729691906157,-10.451804993360824,0.7352171733690183
10,5,2.5,True,-4.508274723349641,11,45.45454545454545,-0.46716210904942523,-13.54521646121183,0.7208564215864804
25,10,1.0,False,-4.5112348713206485,8,25.0,-0.3496022374007861,-11.25953993705009,0.7395139793331429
5,10,1.5,True,-4.620895279090164,12,25.0,-0.3943361307803347,-14.019379219363802,0.7736672304026496
15,5,2.5,True,-4.64922949732816,10,40.0,-0.5038283971844589,-13.672831858648271,0.7008945791494097
20,12,2.5,False,-4.679501197660284,6,16.666666666666664,-0.2573690209166404,-17.057753070096084,0.9046029675246686
15,10,2.5,False,-4.782826302764061,10,30.0,-0.25764075655270696,-16.00095742963612,0.8824600775756253
30,7,2.5,True,-4.794252235779859,7,42.857142857142854,-0.5846313040279264,-12.452575789934716,0.6703768650933292
20,5,0.5,False,-4.997026210092445,13,23.076923076923077,-0.4129674306975281,-9.645025494996817,0.6930725868076956
30,7,1.0,False,-4.999181742612891,8,37.5,-0.397181637504325,-9.695149910946132,0.6501961137722596
15,5,1.5,True,-5.01566340023839,11,36.36363636363637,-0.5428561959181608,-14.206211881057163,0.6866047104073706
20,3,0.5,False,-5.0343039509097975,13,23.076923076923077,-0.41996693977524846,-9.645025494996817,0.6904503689764547
15,3,1.5,True,-5.057326757622486,11,36.36363636363637,-0.5565322667536964,-14.211559985336608,0.684071053107993
25,3,2.5,False,-5.092232008883238,9,44.44444444444444,-0.3704664822959473,-10.962960363295416,0.7067554835129692
25,5,1.5,False,-5.108123690850334,9,44.44444444444444,-0.3674492001191166,-11.428840068279388,0.6971457508210082
25,3,1.5,False,-5.147594239951068,9,44.44444444444444,-0.3731563679495225,-11.428840068279388,0.6946683792382499
10,3,1.0,False,-5.167169040333956,18,33.33333333333333,-0.341725763395109,-13.0705451179573,0.8179315269476858
30,5,0.5,False,-5.226644620991428,10,30.0,-0.47578179120122105,-10.060157161756244,0.527779637322669
30,3,0.5,False,-5.263922361808781,10,30.0,-0.48488016183473337,-10.060157161756244,0.524231883073202
10,5,1.5,True,-5.28449057223961,12,41.66666666666667,-0.5490369635539758,-14.44902772060418,0.6837303556898204
10,3,1.5,True,-5.301386523982801,12,41.66666666666667,-0.5592306556572819,-14.432087867176879,0.6823603908808825
15,7,2.0,False,-5.302423241006126,11,36.36363636363637,-0.29317430558556307,-14.48022599002713,0.7955311992497962
5,10,2.0,True,-5.305059242941224,11,27.27272727272727,-0.44462794547962775,-13.53055601245966,0.7518252493751635
30,5,2.0,True,-5.355163405179428,8,50.0,-0.7171297473755501,-10.406529456991898,0.5368021494498708
20,7,0.5,False,-5.385023913672049,13,23.076923076923077,-0.4373240473929587,-9.645025494996817,0.6812222370777433
15,10,2.0,False,-5.392503303394296,10,30.0,-0.29524231824674696,-15.039005717716181,0.8686363492977934
30,3,2.0,True,-5.394633954280162,8,50.0,-0.7405038300622662,-10.410419199205833,0.5333489388962501
25,10,2.5,False,-5.536793963704131,7,28.57142857142857,-0.34143909676684153,-12.68626275513104,0.7929811096091118
30,7,0.5,False,-5.734340019835236,10,30.0,-0.5142856600672349,-10.003981743125678,0.5238007203780035
30,5,2.5,True,-5.975977410133237,8,50.0,-0.808884811441167,-10.994209496037577,0.509765330889031
10,7,1.0,False,-6.013844698231387,16,31.25,-0.3819124810131665,-14.968727104089496,0.8137458107684147
30,3,2.5,True,-6.0154479592339705,8,50.0,-0.8347945670255971,-10.99831890071109,0.5064860462917171
5,7,1.5,False,-6.088050470095059,20,25.0,-0.3182369762106405,-20.577035263618914,0.7382666901437026
15,7,2.5,False,-6.096883000004454,11,36.36363636363637,-0.34025602425772966,-15.197689111839285,0.7686246925755666
25,7,2.0,False,-6.167934095398559,8,37.5,-0.39141502339442524,-11.88043797526852,0.7200064307547558
25,5,0.5,False,-6.266770211416496,11,27.27272727272727,-0.5708532288521955,-11.145396592260258,0.476165962901155
5,7,2.5,False,-6.294461158737286,15,40.0,-0.3306587341795561,-16.42208250895989,0.7679456524242324
25,3,0.5,False,-6.304047952233851,11,27.27272727272727,-0.5811094988620676,-11.145396592260258,0.47296515768081016
30,5,1.0,False,-6.315439041599857,9,44.44444444444444,-0.5321039852538502,-10.558760632731767,0.4924673519090967
30,3,1.0,False,-6.35271678241721,9,44.44444444444444,-0.5404956854454798,-10.594349926265378,0.48929934399655584
15,10,1.0,False,-6.381419330322714,12,16.666666666666664,-0.4484891875412337,-14.082335252547907,0.7985528301778636
5,10,0.5,False,-6.413431388221307,26,7.6923076923076925,-0.468273594129068,-13.381862531494804,0.7801508526887894
5,10,1.0,True,-6.502041173809793,16,12.5,-0.6150471276464936,-17.515312302682407,0.7055799998606239
5,3,2.0,True,-6.514209004841759,15,46.666666666666664,-0.6300082370385955,-13.384527652690025,0.6040445268119871
20,10,1.0,False,-6.597650074136127,10,20.0,-0.4722274520628982,-12.928124321663304,0.7645978925184106
20,3,2.0,False,-6.664048229167893,11,36.36363636363637,-0.46252821499564395,-10.786913993300129,0.6187222243044265
20,3,2.5,False,-6.6730427830880945,11,36.36363636363637,-0.464282503943068,-10.795511236883659,0.618392469600673
25,7,1.0,False,-6.772216314175093,9,33.33333333333333,-0.5520193339872688,-11.25953993705009,0.5785793334810663
25,7,0.5,False,-6.774465610260304,11,27.27272727272727,-0.6080041803573394,-10.996996183856622,0.47639131210358693
25,7,2.5,False,-6.788748100352368,8,37.5,-0.4340804518726751,-12.463456772605541,0.6984269158688178
15,5,2.0,False,-6.805516868812865,12,41.66666666666667,-0.38989952062155137,-13.176811467331994,0.7114852991297259
5,15,1.0,False,-6.8593058093401496,15,6.666666666666667,-0.4217870036753116,-19.481243731458353,0.8428119640022456
30,10,1.5,False,-7.083493780517001,7,28.57142857142857,-0.5201926935829966,-11.292027320944742,0.6390185128974577
10,7,2.5,False,-7.138761102167755,13,46.15384615384615,-0.391623886403659,-16.42208250895989,0.7822966056819405
10,5,1.0,False,-7.141916010043224,17,35.294117647058826,-0.4704223371984125,-14.968727104089496,0.7434063971548815
25,5,2.0,False,-7.374567774328771,9,44.44444444444444,-0.4848384922319912,-11.569917492898107,0.615845868971663
10,5,2.5,False,-7.466196989592955,14,50.0,-0.41754927352337795,-16.42208250895989,0.7432041072555443
5,7,2.5,True,-7.466987356586379,12,33.33333333333333,-0.6467525719414514,-14.737285033135272,0.6205946888461585
15,5,2.5,False,-7.599976627811193,12,41.66666666666667,-0.4395867279106414,-13.916957526622141,0.6856771347751156
25,5,2.5,False,-7.776278837388036,9,44.44444444444444,-0.5146277076053092,-11.953433570467364,0.595818860684967
5,3,2.5,True,-7.802900170002886,15,46.666666666666664,-0.7769276110073408,-13.280047401286787,0.6075932209106849
25,5,1.0,False,-7.831077571003589,10,40.0,-0.6649258578556829,-12.005750265984648,0.43216817130775453
25,3,1.0,False,-7.868355311820942,10,40.0,-0.6747598449044555,-12.04133955951826,0.42938806379211153
30,10,2.0,False,-7.923665312063403,7,28.57142857142857,-0.5217159719701757,-12.094144364498739,0.6047128219108582
15,7,1.0,False,-8.231522709727743,13,23.076923076923077,-0.600355605458361,-13.688364982562717,0.671099965679304
5,3,1.5,True,-8.422139635997791,16,43.75,-0.8286776488983688,-15.179113970487101,0.5478609651838865
20,7,1.0,False,-8.429587169213864,11,27.27272727272727,-0.6202797060748666,-12.753466582342954,0.6303091692293477
30,7,1.5,False,-8.508292763917034,8,37.5,-0.6523768056810793,-12.652291868495002,0.5212763423126855
5,5,1.0,True,-8.722053983766182,18,33.33333333333333,-0.8820623707882349,-15.216069545252985,0.5125234639088212
5,5,2.0,True,-8.754517713266814,15,40.0,-0.8337210960661462,-13.587395585822549,0.539234264020209
5,3,1.0,True,-8.761524532866915,18,33.33333333333333,-0.897838899133295,-15.221737112507416,0.51067705321839
30,3,2.0,False,-8.763585870188999,9,44.44444444444444,-0.6965292719691526,-12.89602180214995,0.40496513966771974
5,7,2.0,True,-8.983345407910274,13,30.76923076923077,-0.8115210947210011,-16.15596389251254,0.5797270120686298
5,7,1.0,True,-9.055549939149241,17,23.52941176470588,-0.8749324129670804,-17.923821474187907,0.5706758054295034
10,10,2.5,False,-9.232745815139351,12,25.0,-0.5156684811565497,-17.453882862723734,0.7765976655102788
30,3,2.5,False,-9.347810858742214,9,44.44444444444444,-0.7487167216565921,-13.453785071902914,0.3892881497588495
10,5,0.5,False,-9.363496638183806,21,14.285714285714285,-0.7612621937574157,-11.132292108073393,0.5932265104527004
30,5,1.5,False,-9.533028934686827,9,44.44444444444444,-0.7577728789397647,-13.630613933523595,0.3851078206674518
30,3,1.5,False,-9.57030667550418,9,44.44444444444444,-0.767138405820875,-13.666203227057206,0.38263044908469346
10,3,0.5,False,-9.59038699060624,22,13.636363636363635,-0.7878328667276345,-11.132292108073393,0.5864073182356347
15,5,1.0,False,-9.593585940902921,14,28.57142857142857,-0.7303987412758345,-12.406793699338802,0.586404177402059
15,3,1.0,False,-9.633056490003655,14,28.57142857142857,-0.7393161869021038,-12.411540161526114,0.5847058039219002
20,5,1.0,False,-9.852728099949125,12,33.33333333333333,-0.7617739049544962,-11.392067825180586,0.5302340341197396
10,7,0.5,False,-9.871192037027612,21,14.285714285714285,-0.794787403264988,-11.132292108073393,0.5899595129244706
20,3,1.0,False,-9.890005840766463,12,33.33333333333333,-0.770464213063515,-11.428709017535644,0.5282774041832382
30,10,2.5,False,-9.97322998693955,7,28.57142857142857,-0.6709340794040559,-14.050876645772858,0.5435874230961038
5,5,1.5,True,-10.199391714252688,16,43.75,-0.9837637425709909,-15.041360093242751,0.49723723717204943
20,10,2.0,False,-10.335450004812136,9,22.22222222222222,-0.6395022977727424,-13.35771787749116,0.6374556770875236
5,7,1.5,True,-10.512905605745345,15,26.666666666666668,-0.9566813467577122,-17.64762445131075,0.5348821120202197
30,7,2.0,False,-10.517460839172255,8,37.5,-0.7283043991354821,-14.570457262126624,0.46539675064854463
20,10,2.5,False,-10.709718053772868,9,22.22222222222222,-0.6650340318053198,-13.471276018131139,0.6260876466196027
5,5,2.5,True,-10.899056546884967,15,40.0,-1.0762430330438142,-14.303705673172917,0.5208930765633397
20,7,2.0,False,-10.946371709470277,10,30.0,-0.6959262424635927,-12.211258602675535,0.5617513359605896
20,7,2.5,False,-10.95476662646246,10,30.0,-0.6977280441299611,-12.211258602675535,0.5615400767048152
30,7,2.5,False,-11.101685827725468,8,37.5,-0.7745803179723555,-15.128220531879588,0.45144821396956014
5,10,1.0,False,-11.375951229406164,23,13.043478260869565,-0.7261816734265497,-19.847871547816943,0.6833195489290868
20,3,1.5,False,-11.482688043296784,12,33.33333333333333,-0.8490348293967478,-14.119457828370175,0.48513170975999675
30,5,2.0,False,-11.52777617550404,9,44.44444444444444,-0.8231577033758335,-15.535011665849552,0.34019724022907044
5,5,0.5,False,-11.93138388817326,31,12.903225806451612,-0.9516420356194497,-13.331154175038495,0.5207001416215478
20,5,2.0,False,-11.956687045802045,11,36.36363636363637,-0.781113625763243,-12.602693023301992,0.4685569316160802
20,5,2.5,False,-11.965081962794228,11,36.36363636363637,-0.7831600760241492,-12.611026343718857,0.468368490545497
30,5,2.5,False,-12.112001164057256,9,44.44444444444444,-0.8715523484594568,-16.092774935602506,0.3291341913519947
5,3,0.5,False,-12.158274240595693,32,12.5,-0.9791260658568561,-13.558044527460932,0.5158106783709192
5,7,0.5,False,-12.253927206532644,30,13.333333333333334,-0.9676193940469073,-13.653697493397887,0.5242073517200783
20,10,1.5,False,-12.465439054353702,10,20.0,-0.8741884701205026,-16.20605068495118,0.5845195717856335
20,7,1.5,False,-12.65593968985793,11,27.27272727272727,-0.9078501387098361,-14.01475402691842,0.5239579536493051
15,3,1.5,False,-13.013146301010728,14,28.57142857142857,-0.9675003344505569,-14.1706420026381,0.5133145360334785
20,5,1.5,False,-13.316233629553773,12,33.33333333333333,-0.9848191750395942,-13.952264116691948,0.4350014890489832
5,5,2.5,False,-13.929818738042703,19,31.57894736842105,-0.8150752325857158,-20.90839449364994,0.5844151334382527
15,10,1.5,False,-13.988283788116151,12,16.666666666666664,-0.9677056777879379,-17.623066090078986,0.6014117974158956
15,7,1.5,False,-14.178784423620364,13,23.076923076923077,-1.0021336349883154,-15.47090225631963,0.5430371845150685
5,7,1.0,False,-14.312008170632161,24,20.833333333333336,-0.9464699594739647,-22.453995890087963,0.588067469563597
5,3,1.0,False,-14.50330816548687,27,25.925925925925924,-1.0020534706673638,-22.6297852692269,0.5714838236351952
15,5,1.5,False,-15.016947359832866,14,28.57142857142857,-1.0933789658190662,-15.016947359832866,0.4684074889263537
5,5,1.0,False,-16.079411303661928,26,26.923076923076923,-1.0995626871250597,-24.07809786499646,0.5182486419152454
